epoch,accuracy,loss,mae,mse,val_accuracy,val_loss,val_mae,val_mse
0,0.9813511967658997,0.003674988402053714,0.021946009248495102,0.003674988402053714,0.9805984497070312,0.003635512199252844,0.02174270711839199,0.003635512199252844
1,0.9817140698432922,0.0036269037518650293,0.021716656163334846,0.0036269037518650293,0.980117678642273,0.0036348896101117134,0.021715035662055016,0.0036348896101117134
2,0.9819971323013306,0.003595557063817978,0.02157149463891983,0.003595557063817978,0.979887843132019,0.003618747228756547,0.021634969860315323,0.003618747228756547
3,0.9821510314941406,0.0035707370843738317,0.02146044187247753,0.0035707370843738317,0.9814671874046326,0.0035903837997466326,0.021569516509771347,0.0035903837997466326
4,0.9823315739631653,0.003550139954313636,0.02137140929698944,0.003550139954313636,0.9815810322761536,0.0035700907465070486,0.021509544923901558,0.0035700907465070486
5,0.9824799299240112,0.003532607574015856,0.021300429478287697,0.003532607574015856,0.981597900390625,0.0035544363781809807,0.021367045119404793,0.0035544363781809807
6,0.9826129078865051,0.003516959259286523,0.02123524434864521,0.003516959259286523,0.9819605946540833,0.0035381843335926533,0.0213024765253067,0.0035381843335926533
7,0.9827144742012024,0.003503682790324092,0.021186256781220436,0.003503682790324092,0.9816232323646545,0.003542509861290455,0.021302340552210808,0.003542509861290455
8,0.9828062653541565,0.003490238217636943,0.021136045455932617,0.003490238217636943,0.9814123511314392,0.0035548731684684753,0.02133292704820633,0.0035548731684684753
9,0.9829323887825012,0.003479745937511325,0.021102046594023705,0.003479745937511325,0.982184112071991,0.0035286247730255127,0.0212194062769413,0.0035286247730255127
10,0.9830214977264404,0.0034680948592722416,0.021061165258288383,0.0034680948592722416,0.9811192750930786,0.003521133679896593,0.02119974046945572,0.003521133679896593
11,0.9830687642097473,0.0034580270294100046,0.02102861925959587,0.0034580270294100046,0.9819753766059875,0.0035160731058567762,0.021151838824152946,0.0035160731058567762
12,0.9831625819206238,0.0034487093798816204,0.020999660715460777,0.0034487093798816204,0.9824013113975525,0.003508433001115918,0.02112891897559166,0.003508433001115918
13,0.9832373261451721,0.0034394278191030025,0.020970644429326057,0.0034394278191030025,0.9818509817123413,0.0035050539299845695,0.021117379888892174,0.0035050539299845695
14,0.9832388758659363,0.003430951852351427,0.020947299897670746,0.003430951852351427,0.9821904301643372,0.0035199166741222143,0.021110806614160538,0.0035199166741222143
15,0.9833322167396545,0.0034231008030474186,0.020922567695379257,0.0034231008030474186,0.9824308156967163,0.0035071615129709244,0.021161317825317383,0.0035071615129709244
16,0.9833953380584717,0.0034160902723670006,0.0209072045981884,0.0034160902723670006,0.9824856519699097,0.003517099656164646,0.02129548229277134,0.003517099656164646
17,0.9834191203117371,0.003409041091799736,0.020886816084384918,0.003409041091799736,0.9813132882118225,0.00351576111279428,0.02120360918343067,0.00351576111279428
