epoch,accuracy,loss,mae,mse,val_accuracy,val_loss,val_mae,val_mse
0,0.9804500341415405,0.0036766997072845697,0.021885192021727562,0.0036766997072845697,0.9809315800666809,0.00363786518573761,0.021775824949145317,0.00363786518573761
1,0.9808251857757568,0.003626251593232155,0.021697865799069405,0.003626251593232155,0.9810833930969238,0.003577491268515587,0.02158481441438198,0.003577491268515587
2,0.9811226725578308,0.0035907835699617863,0.021564790979027748,0.0035907835699617863,0.9815093874931335,0.003562737489119172,0.021487873047590256,0.003562737489119172
3,0.981383204460144,0.0035638415720313787,0.021465320140123367,0.0035638415720313787,0.9807354807853699,0.003555621951818466,0.02142162248492241,0.003555621951818466
4,0.9815455675125122,0.003541794139891863,0.021384775638580322,0.003541794139891863,0.981566309928894,0.003553901333361864,0.02137083001434803,0.003553901333361864
5,0.9817280173301697,0.003524205181747675,0.02132425457239151,0.003524205181747675,0.9819247722625732,0.0035381808411329985,0.021507015451788902,0.0035381808411329985
6,0.9818664789199829,0.003508633468300104,0.02127273753285408,0.003508633468300104,0.9816274642944336,0.003516468219459057,0.021293960511684418,0.003516468219459057
7,0.9819619059562683,0.003494945587590337,0.021231548860669136,0.003494945587590337,0.9817413091659546,0.0035166884772479534,0.021213285624980927,0.0035166884772479534
8,0.982048511505127,0.0034828546922653913,0.021197717636823654,0.0034828546922653913,0.9824898838996887,0.0034905464854091406,0.02126883901655674,0.0034905464854091406
9,0.9821977019309998,0.0034722755663096905,0.021168850362300873,0.0034722755663096905,0.9823907613754272,0.0034848416689783335,0.02118000201880932,0.0034848416689783335
10,0.9822600483894348,0.003463177941739559,0.021144868806004524,0.003463177941739559,0.9825173020362854,0.0034903641790151596,0.021187955513596535,0.0034903641790151596
11,0.9823850989341736,0.003453953890129924,0.021122176200151443,0.003453953890129924,0.9824350476264954,0.0034838090650737286,0.0212726853787899,0.0034838090650737286
12,0.9824471473693848,0.0034465142525732517,0.021107640117406845,0.0034465142525732517,0.9821777939796448,0.0034753791987895966,0.021231085062026978,0.0034753791987895966
13,0.9825243353843689,0.0034395845141261816,0.021092096343636513,0.0034395845141261816,0.9823127388954163,0.0035044467076659203,0.02135361358523369,0.0035044471733272076
14,0.982569694519043,0.0034325451124459505,0.021078994497656822,0.0034325451124459505,0.9815452098846436,0.0034877753350883722,0.021213343366980553,0.0034877753350883722
15,0.9826297760009766,0.003426146227866411,0.021070515736937523,0.003426146227866411,0.982540488243103,0.0034833187237381935,0.02115308679640293,0.0034833187237381935
16,0.9826175570487976,0.00342057878151536,0.021060369908809662,0.00342057878151536,0.9821925759315491,0.003483975538983941,0.021244997158646584,0.003483975538983941
17,0.9826511740684509,0.0034150585997849703,0.021055402234196663,0.0034150585997849703,0.9820196628570557,0.0035092118196189404,0.021353833377361298,0.0035092118196189404
