output_idx,MAE,RMSE,R2
84,0.31263576190089654,0.7143125417163277,0.4350243264508417
85,0.4783393459632535,1.0721812805148634,0.5091527289462626
86,0.6719909191835808,1.4881282706436767,0.555630039795873
87,0.8885745471437887,1.9458016376576766,0.5919332752645932
88,1.129701284966076,2.468129111677755,0.6055171150170628
89,1.4185831556643589,3.0901028775634596,0.6099859217691608
90,1.7765014567562905,3.840847143376392,0.610293955615232
91,2.2104905575749143,4.754821448509998,0.597851228215658
92,2.713266977185014,5.826864462271317,0.5719873505268903
93,3.3059243839629366,7.068055781933473,0.5401466338128104
94,4.01061594230156,8.46310602370729,0.5035659277473754
95,4.820850623769253,10.001968472102478,0.465481272266401
96,5.723879172692624,11.682937200366226,0.4280530683822856
97,6.702468185254641,13.464439748635911,0.391838422229202
98,7.724856687204192,15.165575768441123,0.3604084616780745
99,8.739071142837815,16.762281786177095,0.33028244094601317
100,9.754237524817254,18.226931790580952,0.3010664860879762
101,10.698026994295573,19.431134101371242,0.2760671633440969
102,11.583948451855994,20.366569045836375,0.2594958395336704
103,12.361134372341093,20.9757364848168,0.24836334677219182
104,13.048611231466547,21.438338661316422,0.24872177414799376
105,13.532645660187839,21.583232635542984,0.2478408519798302
106,13.719494694548766,21.31219711324366,0.24460162807721356
107,13.570092615817677,20.60155477719436,0.24374628695637313
108,13.121739462852362,19.569974612388904,0.24711308401931417
109,12.446945147596471,18.300047236006407,0.2561399015608488
110,11.713038779995983,17.02317091893399,0.2754211583696267
111,11.01484057032291,15.85832999448146,0.29519626812510924
112,10.35432284670187,14.825069871948074,0.317067814654844
113,9.74987600793169,13.920313819696764,0.33766264591772727
114,9.14745873668541,13.079130838992983,0.34693257575660746
115,8.45896335054591,12.171565374138472,0.3449708818184806
116,7.672736615693033,11.178945568644673,0.3480486743100169
117,6.872888509092607,10.154054518770891,0.35564259330828696
118,6.302649483301482,9.409641225061954,0.37721411786119524
119,5.8060385198757585,8.741584849199038,0.40615288733088795
120,18.84503005635337,36.906749112400554,0.943800023904028
121,8.597703129118322,10.854746934108045,0.827835973702804
122,3.3641800046731483,6.000881150429159,-inf
123,37.82579930046496,85.31168583457737,0.07693004210843289
124,10.83098349192305,22.916410278381402,0.9270286267593443
125,13.152971108483229,27.251214346638744,0.9156845863621879
126,5.816830887487562,12.126842068838222,0.9272286716497574
127,5.678991387902905,12.102328057425764,0.8125372892303323
