output_idx,MAE,RMSE,R2
0,0.0009529386744719917,0.003573910984505124,0.9440518293905277
1,0.002439365976107303,0.007870082612883258,0.9548941362957267
2,0.004471677905496494,0.009965834069146076,0.9781480722441671
3,0.008500661672608082,0.014001458476675437,0.989765946364364
4,0.018363528668915993,0.02527611638647669,0.9955847602904079
5,0.0283080059711793,0.038319904296162895,0.9973198224262217
6,0.040609317654200415,0.05508398091084008,0.9973715737969346
7,0.04848336389622874,0.0684740746141997,0.9968280278447326
8,0.05546108736976731,0.07822102796215562,0.9950378405009485
9,0.06142970997262397,0.08764237735508462,0.9942659322338873
10,0.06751105790949442,0.09535192722619523,0.9933499625039905
11,0.06927098720174298,0.0969894917804031,0.9931520247212688
12,0.07136459246774358,0.09757150494755636,0.992348048553317
13,0.0723713105844765,0.09706315847737422,0.9912085340530862
14,0.07521932381083828,0.10020420454531037,0.9870089510518874
15,0.08460676824640274,0.12179387771031931,0.9745134913187755
16,0.1366019194921064,0.2533708843682795,0.87955465367213
17,0.3084692068925807,0.6243201821041467,0.5798075328252094
18,0.6098443136860758,1.2167019058346893,0.38232452212592366
19,0.880627427626604,1.7559046210836355,0.3243828045981599
20,0.9596070177852072,1.9676570731257146,0.3584765843365712
21,1.0424207015605442,2.185040413126893,0.3841189163587507
22,1.1689164109497086,2.4257198675908214,0.4214090414783023
23,1.3124721228843652,2.6506035029743535,0.45632108057808146
24,1.4880018959919319,2.9259357522142033,0.4997780191923768
25,1.6534526466951636,3.163758025069121,0.5404723130607361
26,1.8256190260886023,3.4233112852020917,0.5797855358499958
27,2.0183456741267487,3.7306627251681532,0.6188625702995815
28,2.248249270497078,4.136361549905819,0.6458144004445455
29,2.5299767201558474,4.686349646051885,0.6626321841616863
30,2.862598556223404,5.3623746863882715,0.670081038993926
31,3.227162751873948,6.096889798759004,0.6733770488227445
32,3.611881894727039,6.87013147387943,0.6681596704448359
33,3.9942027864851393,7.634555499214297,0.6595161400520275
34,4.404483966456692,8.417033447468842,0.6468802787067681
35,4.807007643912622,9.109868084536453,0.631709861661554
36,5.191895556199204,9.728384241332321,0.6103601086763504
37,5.543583129737364,10.235996096980665,0.5840180529100295
38,5.811477650518657,10.521750380179158,0.5567510356825265
39,6.017793355054128,10.672492137681127,0.5250929559891307
40,6.1472160792863955,10.664899975514563,0.4923917869234405
41,6.212794581021644,10.483248389272752,0.46292519001214233
42,6.2617244245553145,10.265130377431694,0.4352923851822081
43,6.301171463393078,10.03012704903781,0.4144759163461497
44,6.312470423276246,9.788708768533601,0.399588409021022
45,6.25674111554834,9.484490121974376,0.3856143162078229
46,6.089797918545767,9.056434763606674,0.3709686829907393
47,5.819267875842101,8.532455674912443,0.35552782489830476
48,5.453032743112118,7.919289985197287,0.34408007019649495
49,5.034889669442024,7.26770414142774,0.3360376735202732
50,4.635975706498571,6.676574272470876,0.3330378604170118
51,4.262111590118591,6.138085240167682,0.33525470043330025
52,3.941444692767242,5.697438749047069,0.3371421273122164
53,3.6782365241858037,5.3601078500766475,0.33788215839549474
54,3.463356870820002,5.104604820512542,0.3347958807804301
55,3.3065180386743642,4.949733622804157,0.33212114223396966
56,3.217070802487248,4.893079405942314,0.33953802071000405
57,3.1884724752973974,4.903682532619151,0.3584679456099747
58,3.2901608445560293,5.072310986043363,0.4043051430271512
59,3.878692637887293,5.828842152601561,0.5884008802643236
60,2.618466268009061e-10,9.724061650461115e-10,-inf
61,4.673314167993266e-10,1.8375832856712755e-09,-inf
62,4.64070590370728e-10,1.975456297697997e-09,-inf
63,2.014250013643169e-10,8.623524060352929e-10,-inf
64,0.00926893704555388,0.011796854627425203,-inf
65,0.015081992484221355,0.019297628596753272,-inf
66,0.023997613806610144,0.03092012880041879,-inf
67,0.035813396686138615,0.04550077360498813,-inf
68,0.05303919794555493,0.06698522425261877,-inf
69,0.06949899256872684,0.08806002598659905,-inf
70,0.10113220813666855,0.12768998635110088,-inf
71,0.13343242911847655,0.16730103508929375,-inf
72,1.2357313558228548e-05,3.237586382219235e-05,-1.180643047358138
73,2.0150988519590875e-05,4.8395841504954945e-05,-0.24086959916477238
74,5.096371907336995e-05,0.0001966365834497082,-3.0652012682931016
75,0.00023483726258611564,0.0014792153302596708,-9.1778726311715
76,0.0005194501487728898,0.003282583950467465,-2.343059952169485
77,0.0010579708422435413,0.0039777275610971274,-0.06858849136431348
78,0.002496557569196109,0.008689213539823588,0.05389452292608285
79,0.0073676120294721035,0.02242887795136872,0.08693235850659779
80,0.019940020334618905,0.05462736414058713,0.21085119926613727
81,0.04647649625894886,0.11773252761383228,0.2809661909566942
82,0.099989225023398,0.2430978165085187,0.33899799349956933
83,0.18838903601249812,0.431481203087628,0.37651967413303367
84,0.3256978094657647,0.7194603142402776,0.40237756877600234
85,0.5080537677020587,1.0959255572818207,0.3865848752213063
86,0.7207736520152389,1.5342035250826485,0.4171603617302124
87,0.9562237869092624,2.0216268698593294,0.4652999808734591
88,1.2161124599416173,2.5750184133963026,0.491817294016315
89,1.5230471562986565,3.220796329376975,0.5292843844036357
90,1.8998802060666675,3.9930709494245242,0.5291589863333712
91,2.3499467964026506,4.924323464780771,0.5502361862986335
92,2.872341467323119,6.029873145462827,0.5417801851203715
93,3.476772344431943,7.277357700667,0.5134284673206969
94,4.1991869341042944,8.704805030353294,0.4844510226572358
95,5.02120684810097,10.266473487321695,0.44238692668112173
96,5.949998128330749,11.997464406340121,0.40193481851407836
97,6.937336171024238,13.782813132559772,0.36512891263964775
98,7.9877746704439225,15.513279102032266,0.33169305855318804
99,9.015024129167992,17.123168461073984,0.29995439471707264
100,10.055990726642433,18.609829016922387,0.26643687435175417
101,11.023184885773707,19.815987697271325,0.2408722347153559
102,11.927950907823027,20.76072429219892,0.22271574914278502
103,12.711190341591804,21.350463263373154,0.21142843233779063
104,13.427754880271516,21.866053769366715,0.20676061919686065
105,13.945772685524148,22.069849935654958,0.20070300670898888
106,14.139183312987447,21.832320221856673,0.19456569556346406
107,14.011906628511419,21.16407303150772,0.19158467956683448
108,13.577661579972592,20.177930568136595,0.18806416524941985
109,12.926904192215213,18.944513641902027,0.1948302709924159
110,12.213758840290419,17.712255025137097,0.2069179464174227
111,11.521293983039447,16.542905811228596,0.22722144969846644
112,10.87105858058049,15.507422345053667,0.249737301720833
113,10.281669291741077,14.607137441663651,0.26846657808341856
114,9.67176947892226,13.739742663319428,0.27356248473491074
115,8.986136151090044,12.81316098667154,0.2630335388403073
116,8.177661534379373,11.783159220765725,0.2623060055382967
117,7.330148118076925,10.62947267603107,0.2747574039432352
118,6.723831943063513,9.777853206080712,0.311947057215729
119,6.252551670486011,9.15096437923615,0.33606480852890724
120,18.878685801615017,33.59648534019909,0.9680355491845819
121,6.017692706002104,7.913914897839568,0.9121730576405082
122,3.3284435796905925,5.511482000433716,-inf
123,37.455142980298874,76.57823830592548,-67.94314615095381
124,10.355970412875024,20.606767346826853,0.9427226369324089
125,12.955313775334233,25.21896870845734,0.9280290746580938
126,5.845593801382475,10.996471656184184,0.9399798858392021
127,5.701871121525673,11.247107974863786,0.8366301924092286
