output_idx,MAE,RMSE,R2
100,10.296850287263114,19.377352205944124,0.22351418776410495
101,11.317869237379535,20.687011915435022,0.19066609467793502
102,12.288578684164115,21.73735954850532,0.1634117799947544
103,13.153018229988776,22.417589955102528,0.14549670697997943
104,13.957433307342475,23.00266471221819,0.13607231051219124
105,14.533815377784014,23.222343834914124,0.1311528585518927
106,14.747673619964052,22.979791211577773,0.12338274682651496
107,14.602734450410424,22.242824410151552,0.11736832175273182
108,14.137096593606984,21.158409484144133,0.11400888467996535
109,13.416548497156036,19.768316495660333,0.12656197097010433
110,12.673053155118373,18.45227887676136,0.141955190838739
111,11.969896663434369,17.236248378039168,0.16334756627831992
112,11.324466492455636,16.16084718522376,0.18596972436223344
113,10.709171612728676,15.197079444469642,0.20572471340594792
114,10.068821358359495,14.269331207806488,0.21453125409381443
115,9.397653329210387,13.334009089014117,0.19616637275681392
116,8.633582624350947,12.359419847849859,0.17983306040738647
117,7.764201446325406,11.196997659116803,0.18087699406789495
118,7.314539124591764,10.628849287068403,0.19002312787193473
119,7.061488250062442,10.315297576411742,0.15477659268749477
120,19.816967838324594,37.77302058990262,0.9591362304063077
121,6.266635291663821,8.219850967872457,0.9041153791192919
122,3.5111871925440905,6.094945112663908,-inf
123,42.37919532264318,90.6404129314429,-68.34750209810056
124,11.31441797563211,23.614024839636286,0.9287765254396444
125,13.60278867678455,27.778323879751465,0.916143069167649
126,6.330680093192452,12.395839589045275,0.9226212849081983
127,6.214982582354792,12.474274039370172,0.7972732111769067
