output_idx,MAE,RMSE,R2
55,3.377302018641995,5.111299017405459,0.2943583614203069
56,3.2828625726365623,5.054993115788647,0.30251721219187777
57,3.26348008717773,5.092125587209106,0.3172381605416981
58,3.407945710674466,5.325728748570497,0.35478156845207476
59,4.151023782224762,6.375046154407635,0.5250786530108932
60,2.9333574867789437e-06,3.5299398565849855e-06,-inf
61,9.032032457159339e-07,1.1467548275888074e-06,-inf
62,3.275374916706165e-06,4.1504010547386186e-06,-inf
63,3.726132444615057e-06,4.709733230738574e-06,-inf
64,0.0017840665314898287,0.0017871959789591508,-inf
65,8.216610314212607e-06,1.0163104298815545e-05,-inf
66,1.3767334759090117e-05,1.753031873629849e-05,-inf
67,1.5809518867432148e-05,1.9969730764629034e-05,-inf
68,6.522636859579672e-05,8.295319874751484e-05,-inf
69,6.949408298204145e-05,8.778998361405404e-05,-inf
70,0.0001007617130245559,0.00012693054290044628,-inf
71,0.0005603217515351497,0.0006355240737414743,-inf
72,0.00013439047972227503,0.00018353779074429752,-1728.3951124736686
73,0.004166246452054256,0.004328131997100286,-603565.9045443246
74,0.00017997789918370674,0.00034643982126437626,-65.60698887256416
75,0.0003470191006480513,0.0017093045288723773,-31.389380211060114
76,0.0007158086879635034,0.0036666027076040462,-34.97243919496014
77,0.0013504568158320327,0.004386252797096046,-2.8201194160019125
78,0.002750430532408617,0.009553426012007198,-0.12857001866726758
79,0.007952567368368371,0.02486652643392723,-0.039316092076726566
80,0.020907551094188848,0.05899724922505054,0.1108802410680831
81,0.04882520695774283,0.12544998757382866,0.22003207685542117
82,0.10052263916033223,0.2579723912262178,0.3823038998123824
83,0.19080320410126217,0.46285876937118764,0.4467030348385092
84,0.32934774330679945,0.7696131875895925,0.45879292182154846
85,0.5126190421203802,1.1664322193918328,0.5275256975587435
86,0.7284609666207027,1.628605737954258,0.5501237094233514
87,0.9669784701475681,2.1384276820655375,0.5628588839692801
88,1.230576550855216,2.7179294505976332,0.5749398190972771
89,1.547366636788446,3.398021892149984,0.5758966584019646
90,1.9252439594328827,4.19008725341254,0.5774367785845328
91,2.3825954943431715,5.146543732762573,0.5628495698110951
92,2.913751299821415,6.284085949156672,0.5359191250521812
93,3.5169783285727956,7.559483888751417,0.510548481779658
94,4.242822456287325,9.015949761571358,0.4723804884965109
95,5.067469246288268,10.605968235949213,0.43339249217154646
96,6.002624577301964,12.387639919324846,0.38952404517922484
97,6.99567511182984,14.215897757411176,0.34874860706607264
98,8.039231825993376,15.989857664211428,0.3120004949297484
99,9.096573195535269,17.668680504480527,0.2735902744570235
100,10.170437156789557,19.223118715924347,0.2383383588123992
101,11.16749793730631,20.501524388914614,0.21041792671822035
102,12.0889593764319,21.475687927405104,0.1907950383316598
103,12.92437868153955,22.160296383413066,0.17386791951407832
104,13.704377927875726,22.732789096595372,0.16484111623208572
105,14.254372280212978,22.936347695376565,0.16035477821078284
106,14.494406569163152,22.698382318980237,0.15189614768345952
107,14.376925529695257,21.97742538424346,0.14576010780428425
108,13.933964018344218,20.921362441961644,0.14428533675334299
109,13.23504910419314,19.559836405412096,0.1541027102143349
110,12.522408261566477,18.289782046424865,0.16471860281341985
111,11.819581703356528,17.06861607533322,0.186414858022365
112,11.143237227253374,15.966954925728706,0.21411099982958404
113,10.540569405466991,15.03730010033185,0.23376776136330923
114,9.887641887759854,14.09447321299941,0.24360504583689588
115,9.182080099562521,13.12929386152239,0.2320655066566756
116,8.37484076032336,12.127606761116986,0.22598385848604274
117,7.491940371352444,10.941790859388405,0.2397598378282938
118,6.9877615318327715,10.281448097403011,0.2568161437892934
119,6.599963291266898,9.812787767559355,0.2511608427564583
120,19.729193038164883,38.36403712859285,0.9565311410137957
121,6.588048539145323,8.529761102956984,0.8832373838127839
122,3.3216449470181995,6.182025657818862,-inf
123,38.80596306578646,88.71114227984158,-0.9262888007214521
124,10.939535213543794,23.26498394549981,0.9293751063029608
125,13.461330628640711,27.812572164328945,0.9152669127526819
126,6.158716452905785,12.639113798744033,0.9212608088449383
127,6.065649914153458,12.624934418120896,0.7963266540757559
