epoch,accuracy,loss,mae,mse,val_accuracy,val_loss,val_mae,val_mse
0,0.9801241755485535,0.00371208181604743,0.022102516144514084,0.00371208181604743,0.9809969663619995,0.003634445369243622,0.021888354793190956,0.003634445369243622
1,0.9806244373321533,0.0036667075473815203,0.021911801770329475,0.0036667075473815203,0.9805688858032227,0.003619375405833125,0.021721800789237022,0.003619375405833125
2,0.9809491634368896,0.003634438384324312,0.02178318426012993,0.003634438384324312,0.9813743829727173,0.0035964816343039274,0.021746933460235596,0.0035964816343039274
3,0.9811931252479553,0.003603248158469796,0.021675631403923035,0.003603248158469796,0.9815578460693359,0.0035775001160800457,0.02152298390865326,0.0035775001160800457
4,0.981418251991272,0.003579178126528859,0.02158426307141781,0.003579178126528859,0.9815135598182678,0.003543847007676959,0.021489253267645836,0.003543847007676959
5,0.9815884232521057,0.003561203135177493,0.021509423851966858,0.003561203135177493,0.9818931221961975,0.0035246405750513077,0.0213847067207098,0.0035246405750513077
6,0.9816868305206299,0.0035457515623420477,0.02144928276538849,0.0035457515623420477,0.981718122959137,0.003541736165061593,0.021467095240950584,0.003541736165061593
7,0.9818124771118164,0.003533288836479187,0.021397238597273827,0.003533288836479187,0.9810918569564819,0.0035100742243230343,0.02128543332219124,0.0035100742243230343
8,0.9818917512893677,0.0035218093544244766,0.02135024033486843,0.0035218093544244766,0.9821757078170776,0.003499831771478057,0.021313855424523354,0.003499831771478057
9,0.9819915294647217,0.0035121277906000614,0.021312976256012917,0.0035121277906000614,0.9814397692680359,0.0034932498820126057,0.02127886936068535,0.0034932498820126057
10,0.9820513725280762,0.003503519343212247,0.02128138393163681,0.003503519343212247,0.98218834400177,0.0034825229085981846,0.021262025460600853,0.0034825229085981846
11,0.982136070728302,0.0034953884314745665,0.021251728758215904,0.0034953884314745665,0.9820238947868347,0.0034864803310483694,0.021195827051997185,0.0034864803310483694
12,0.9822419285774231,0.003487964393571019,0.0212265457957983,0.003487964393571019,0.9823527932167053,0.0034666231367737055,0.021193042397499084,0.0034666231367737055
13,0.9822754859924316,0.0034811801742762327,0.021202271804213524,0.0034811801742762327,0.9820533990859985,0.003477526130154729,0.021263692528009415,0.003477526130154729
14,0.9823593497276306,0.00347479828633368,0.021177906543016434,0.00347479828633368,0.9819690585136414,0.0034727954771369696,0.021245887503027916,0.0034727954771369696
15,0.9823803305625916,0.003469559596851468,0.021158965304493904,0.003469559596851468,0.9822220802307129,0.0034657281357795,0.021169623360037804,0.0034657281357795
